error_rate,key_length,mismatch,noise,stability,label
0.26666666666666666,45,12.0,0.07111111111111111,0.7333333333333334,0
0.38636363636363635,44,17.0,0.14927685950413222,0.6136363636363636,1
0.32608695652173914,46,15.0,0.10633270321361059,0.6739130434782609,1
0.19607843137254902,51,10.0,0.03844675124951941,0.803921568627451,0
0.5306122448979592,49,26.0,0.2815493544356518,0.4693877551020408,1
0.2826086956521739,46,12.999999999999998,0.07986767485822305,0.7173913043478262,0
0.35294117647058826,51,18.0,0.12456747404844293,0.6470588235294117,1
0.28888888888888886,45,12.999999999999998,0.08345679012345678,0.7111111111111111,0
0.3090909090909091,55,17.0,0.09553719008264462,0.6909090909090909,0
0.4716981132075472,53,25.0,0.22249911000355999,0.5283018867924528,1
0.4,50,20.0,0.16000000000000003,0.6,1
0.36538461538461536,52,19.0,0.1335059171597633,0.6346153846153846,1
0.25,44,11.0,0.0625,0.75,0
0.2765957446808511,47,13.0,0.07650520597555456,0.7234042553191489,0
